Compound,SMILES,Category,0.4,0.3,0.5,0.45,0.48,1.1,0.7
9237087,COc1ccccc1-c1c2c(=O)n(Cc3cccnc3)ccc2nc2ncnn12,Fluorescent,217,217,1,1,1.0,1.0,1
9233547,CC1CCN(c2nc3nccc(-c4ccco4)c3c(=O)[nH]2)CC1,Questionable,112,404,205,330,310.0,1.0,1
9238383,COc1cccc(NC(=O)c2ccc(N(C)S(C)(=O)=O)cc2Cl)c1,Fluorescent,87,1210,32,68,45.0,1.0,1
9235829,O=C(Nc1cccc(Cl)c1)c1cccc(S(=O)(=O)N2CCOCC2)c1,Fluorescent,4,11,3,6,3.0,1.0,1
9230853,Cc1cccc(CN2CCC(C(=O)NCc3nc(-c4cccs4)no3)CC2)c1,Fluorescent,443,398,248,423,374.0,1.0,1
9226176,O=C(NCc1ccc(F)cc1)c1ccc(N2CCCCS2(=O)=O)cc1,Questionable,219,403,44,68,64.0,1.0,1
9232212,COc1ccc(CNc2nc(NCCO)c3ccccc3n2)cc1,Questionable,298,221,296,326,306.0,1.0,1
9234117,COc1ccccc1NC(=O)C(C)NC(=O)c1cccs1,Questionable,203,196,136,93,151.0,1.0,1
9238855,c1ccc2c(-c3nn4c(CN5CCOCC5)nnc4s3)cccc2c1,Questionable,120,53,82,140,98.0,1.0,1
9240519,CCNc1nc(C)cc(N2CCN(C(=O)c3ccccc3C)CC2)n1,Questionable,43,67,5,10,7.0,1.0,1
9236872,CC1(C)CC(NC(=O)c2ccc(CN3CCCC3)cc2)c2ccccc2O1,Fluorescent,445,1209,159,425,179.0,1.0,1
9236879,O=C(Nc1ccccc1F)c1cccc(S(=O)(=O)N2CCCCC2)c1,Questionable,4,11,3,4,3.0,1.0,1
9233667,Cc1ccc(S(=O)(=O)N2CCN(C(=O)C3CCN(Cc4ccccc4)CC3)CC2)cc1,Fluorescent,69,186,13,32,16.0,1.0,1
9237888,O=C(NCc1cccnc1)C1CC(=O)N(c2ccc(Cl)c(F)c2)C1,Fluorescent,15,36,6,47,5.0,1.0,1
9237875,Cc1ccc(NC(=O)c2ccccc2-n2cnnn2)nc1,Fluorescent,843,1208,203,257,248.0,1.0,1
9238737,COCc1nn2c(nnc3c(=O)n(Cc4ccccn4)ccc32)c1-c1ccccc1,Questionable,44,17,1,1,1.0,1.0,1
9234666,Cc1ccn2cc(C(=O)N3CCc4ccccc4C3)nc2c1,Fluorescent,417,1207,279,329,309.0,1.0,1
9238131,Clc1cccc(-c2nn3c(CN4CCOCC4)nnc3s2)c1,Fluorescent,120,53,82,140,98.0,1.0,1
9235672,COc1ccccc1NC(=O)COCc1cc(-c2ccc(F)cc2)on1,Fluorescent,842,1206,297,424,376.0,1.0,1
9235857,CCNc1cc(N2CCN(C(=O)Nc3cccc(F)c3)CC2)nc(C)n1,Fluorescent,63,125,46,10,7.0,1.0,1
9237013,C#CCOc1ccc(C2CC(=O)Nc3[nH]nc(C)c32)cc1,Fluorescent,21,3,45,22,31.0,1.0,1
9229405,COCc1nn2c(nnc3c(=O)n(CCc4cccs4)ccc32)c1-c1ccccc1,Questionable,44,17,1,1,1.0,1.0,1
9229971,Cc1ccc(OCCNC(=O)c2ccc(CN3CCCC3)cc2)cc1,Fluorescent,216,1205,92,88,55.0,1.0,2
9237537,COc1ccc(Cc2nc3c4c(C)c(C)oc4ncn3n2)cc1OC,Fluorescent,841,1204,1,120,1.0,1.0,1
