Plate,Col,Row,Compound,SMILES
3,32,S,58119797,O=C(NC1CC1)c1cc2n(n1)CCN(C(=O)c1cnnn1-c1ccccc1)C2
3,33,S,85406095,CC(C)CC(=O)C(=O)NC1CCCc2c1cnn2-c1cc(F)cc(F)c1
3,34,S,37854124,Cc1ccc(C2(c3noc(Cn4cc(CCO)cn4)n3)CCCC2)cc1
3,35,S,65771169,CCC[C@H]1CN(S(=O)(=O)c2cc(C)cs2)C[C@@H]1N
3,36,S,26726726,O=C(NCCCCN1CCCC1)c1c[nH]c(=O)c2ccccc12
3,37,S,47258974,Cc1ccsc1[C@@H]1CCN(C(=O)c2ccccc2-c2ncc[nH]2)C[C@H]1O
3,38,S,43988334,Cn1cccc1C(=O)N1CCc2[nH]nc(-c3ccc(-c4ccccc4)cc3)c2C1
3,39,S,14913409,C=CCn1nc(C)c(-c2c(-c3ccccc3)ncn2Cc2ccccn2)c1C
3,40,S,14580142,Cc1nc[nH]c1-c1nccn1Cc1ccco1
3,41,S,13681467,CC(C)[C@]1(O)CN(C(=O)C(=O)c2ccco2)C[C@H]1C
3,42,S,69748159,COc1nc2c(cc1CNC(=O)CSC)C(=O)N(CCc1ccccn1)C2
3,43,S,60065185,CN1CCN(C(=O)c2cccc3nccnc23)CC1=O
3,44,S,64213873,CC(C)n1cnnc1CCN1CC(C)(Cc2ccc3c(c2)OCO3)CCC1=O
3,45,S,DMSO,
3,46,S,DMSO,
3,47,S,DMSO,
3,48,S,DMSO,
3,1,T,DMSO,
3,2,T,DMSO,
3,3,T,DMSO,
3,4,T,DMSO,
3,5,T,73322050,CCc1cc2c(=O)n(Cc3ccon3)cnc2s1
3,6,T,70818834,Cc1nn(CC(=O)NCCc2ccccc2)c(=O)n1-c1ccc2c(c1)OCO2
3,7,T,23393828,Cc1cc(C2CCCN2C(=O)CN2C(=O)COc3cccnc32)on1
3,8,T,47034353,COc1nc2c(cc1CNC(=O)Cn1cncn1)C(=O)N(C1CCCC1)C2
3,9,T,27269878,CC(C1CCN(C(=O)c2cc(F)ccc2Cl)CC1)N1CCN(C)CC1
3,10,T,70829030,c1ccc(-c2ccnc(NCc3csc(-c4ncccn4)n3)n2)nc1
3,11,T,89347730,Nc1nc(-c2ccc3[nH]ccc3c2)cc(N2CCCC2)n1
3,12,T,74866286,COc1cc(-n2cnnn2)ccc1-n1ccnc1-c1cc2n(n1)CCNC2
3,13,T,41229624,CN1CC2(CCN(C(=O)c3cn4cccnc4n3)CC2)CC1=O
3,14,T,60641813,CCNc1ncc(C(=O)NC(c2cccnc2)C(F)(F)F)cn1
3,15,T,90931097,CCNc1ncc(C(=O)NCC2(c3ccc(F)cc3)CCCC2)cn1
3,16,T,29968930,CCCN1CCCC2(CCN(C(=O)c3cccc4nccnc34)C2)C1=O
3,17,T,46183276,Cc1cc(N)n(CC(=O)NCc2cccc(CN3CCCC3)c2)n1
3,18,T,60204491,Cn1cnc2cc(NC(=O)NCCN3CCNC3=O)ccc21
3,19,T,34321675,COC(=O)c1cccnc1N1CCC(CO)(Cc2cccc(C(F)(F)F)c2)CC1
3,20,T,78689254,COC1CCCN(C(=O)Nc2ccc(S(N)(=O)=O)cc2)C1
3,21,T,42666612,CN1CC(C(=O)N2CCc3[nH]c(-c4ccccc4)nc3C2)NC1=O
3,22,T,49168874,CC(=O)N1CCCn2nc(CNc3ncnc4[nH]cnc34)cc2C1
3,23,T,50027386,O=C(NCCCc1ccccn1)c1n[nH]c(=O)c2ccccc12
3,24,T,18994104,CN(Cc1noc(C2CC2)n1)C(=O)Nc1ccccc1OCc1ccccn1
3,25,T,93610240,COc1ccc2c(c1)C(NC(=O)c1cn(CCN)nn1)CC(C)(C)O2
3,26,T,35644309,Cc1nc(CN2CCN(C(=O)Nc3ccc4c(c3)OCO4)CC2)cs1
3,27,T,43900836,O=C(c1ccccc1-c1nnn[nH]1)N1CCc2[nH]nc(-c3ccccc3)c2C1
3,28,T,35144704,Cc1cc(S(=O)(=O)N2C[C@H](C3CC3)[C@@H](N)C2)c(C)s1
3,29,T,60140374,CCCCc1cn(CC2CCN(C(C)=O)CC2)nn1
3,30,T,35371079,CCN1CC2(CCN(C(=O)CCSC)CC2)CC(c2ccccc2)C1=O
3,31,T,34112818,COc1ccc(C(=O)N2CCC(n3cc(C(C)(C)C)nn3)CC2)c(OC)n1
3,32,T,82640913,CC(C)N(CCNc1nccc(-c2ccccn2)n1)C(C)C
3,33,T,43185030,CCc1csc(CNC2CCN(c3ncnc4[nH]cnc34)CC2)n1
3,34,T,40849489,CN(C)c1nc(-c2ccncc2)nc2c1CCN(C(=O)C(=O)N1CCCC1)C2
3,35,T,71624596,Cn1c(C(=O)N2CCC(CCN3CCCC3=O)CC2)cc2cc(F)ccc21
3,36,T,41827644,Cc1ccccc1N1CCN(c2ncccc2CNC(=O)c2cnc(O)cn2)CC1
3,37,T,29518279,CN1CC(c2ccccc2)CC2(CCN(C(=O)c3ccc4nccnc4c3)CC2)C1
3,38,T,68857453,Cc1cc(NCc2ccccc2C(F)(F)F)n2nccc2n1
3,39,T,96779705,CN(Cc1ccc2nonc2c1)C(=O)C1CCN(C2CCCCC2)CC1
3,40,T,53677258,CC1(C)CN(C(=O)c2cccc(OCc3cccc(F)c3)c2)CC1(C)O
3,41,T,80288305,Cc1ccc2[nH]c(CCNC(=O)c3cc(=O)[nH]c4ccccc34)nc2c1
3,42,T,51463968,O=C(Cc1ccc(CO)cc1)N1CCC2(CCC(=O)N(CC3CC3)C2)CC1
3,43,T,19136529,O=C(NCc1noc(Cc2cccs2)n1)c1cnn2c1CCCC2
3,44,T,19223917,COc1nc2c(cc1CNC(=O)CCn1cccn1)C(=O)N(C1CCCC1)C2
3,45,T,DMSO,
3,46,T,DMSO,
3,47,T,DMSO,
3,48,T,DMSO,
3,1,U,DMSO,
3,2,U,DMSO,
3,3,U,DMSO,
3,4,U,DMSO,
3,5,U,57209304,COc1ncc(-c2c(-c3ccccc3)ncn2CCn2nc(C)c(C)c2C)cn1
3,6,U,35458707,CC(C)c1cc(NC(=O)NCc2nnc3n2CCC3)n(-c2ccccc2)n1
3,7,U,53743253,CCc1ccccc1C(=O)N1CCC(Cc2cccc(C(=O)O)c2)CC1
3,8,U,31216173,O=C(CC1NC(=O)c2ccccc21)NCCN1CCc2ccccc21
3,9,U,68083331,COc1c[nH]c(-c2ncnn2-c2ccc3c(c2)OCCO3)cc1=O
3,10,U,68968263,Cc1ccc2c(C(=O)N3C[C@H]4CC[C@H]3C4)cc(-c3cnn(C(C)(C)C)c3)nc2c1
3,11,U,84605417,O=C(NC1CCN(C(=O)c2ccco2)CC1)c1cc(-c2ccccc2)on1
3,12,U,27110444,COc1coc(C(=O)N2CCC3(CCCO3)CC2)cc1=O
3,13,U,87557255,Cc1ncn(Cc2nc(-c3ccccc3C)oc2C)n1
3,14,U,53980016,CO[C@H]1CC[C@H](NC(=O)c2ccc(O)cn2)CC1
3,15,U,57837582,O=C(c1ccc2nccnc2c1)N1CCn2nc(Cc3ccccc3)cc2C1
3,16,U,73592080,COC(=O)CCn1cnc(-c2ccccc2)c1-c1cccc(Cn2cccn2)c1
3,17,U,79457943,CN1CC2(CCN(C(=O)c3ccc4nonc4c3)CC2)CC1=O
3,18,U,13383824,Cc1nc2ccccc2nc1Cn1ncc(N2CCCN(C)CC2)cc1=O
3,19,U,38112095,Cc1cc(C(=O)N2CCCC(c3ccccc3)CC2)nc(N)n1
3,20,U,70899867,O=C(O)CCc1cc2n(n1)CCN(C(=O)c1ccccc1-c1ncc[nH]1)C2
3,21,U,70788742,COc1cc2c(cc1-c1c(-c3ccccc3)ncn1C1CC=CC1)OCO2
3,22,U,37868635,COc1cc(Cl)cc(C(=O)N2CCCC(N(C)C)CC2)c1
3,23,U,23303792,O=C(NC1Cc2ccccc2C1)c1cc(C2CC2)n[nH]1
3,24,U,77360017,CNC(=O)c1n[nH]c2c1C(c1ccc(Sc3nncn3C)o1)CC(=O)N2
3,25,U,81825391,Cc1ncc(C(=O)N2CCc3sccc3C2)c(C)n1
3,26,U,95856115,O=C(Nc1ccccc1)c1cc2n(n1)CCN(C(=O)c1cnc(O)cn1)C2
3,27,U,71736020,CCc1nc(CN(C)C(=O)c2cc(Cn3c(C)nc4ccccc43)[nH]n2)no1
3,28,U,55299060,COC(=O)c1cc2n(n1)CCN(C(=O)c1ccccc1C(C)=O)C2
3,29,U,94600433,NC(=O)c1cccc(/C=C/c2ccc(C(F)(F)F)cc2)n1
3,30,U,88620303,CC(C)C(=O)NCC(=O)N1CCc2onc(-c3ccc4c(c3)OCO4)c2C1
3,31,U,74908747,Cc1cc2[nH]cc(C(=O)N3CCCC(C)(c4ccccc4)C3)c(=O)n2n1
3,32,U,42384814,NC(=O)c1cnc2n1CCN(C(=O)c1ccc3c(c1)OCC(=O)N3)C2
3,33,U,48622660,Cc1noc(C)c1Cn1cc(-c2ccccc2-c2ccco2)nn1
3,34,U,47716688,CN1C(=O)C(c2ccccc2)CC12CCN(C1CCCC1)CC2
3,35,U,85487129,Cc1noc(C)c1CC(=O)N1CCCN(Cc2ccccc2F)CC1
3,36,U,31464508,Cc1nsc(NC(=O)N2CCCC(CN)C2)n1
3,37,U,70605664,O=C(NCCn1cccn1)C1COc2ccccc2C1
3,38,U,58558863,COc1ccc(Cn2nc(C(=O)O)c3c2CCN(C(=O)CCSC)C3)cc1
3,39,U,69288041,C=CCC1(CO)CCCN(c2nc(C)nc3ccsc23)C1
3,40,U,90713682,CN(C)C(=O)c1ccc2c(c1)N(C)C(CC(=O)NCc1ncc[nH]1)CO2
3,41,U,46169294,Cc1ccc(C(=O)N2CCCC(C)(C#N)C2)cc1O
3,42,U,32832071,CC(=O)N1CCCN(Cc2nc(-c3cccc(C(F)(F)F)c3)oc2C)CC1
3,43,U,24077909,CN(C)C(=O)c1cc2c(s1)CCN(C(=O)c1cccc3nccnc13)C2
3,44,U,71112443,Cc1cc(N2CCCC(c3nccn3C)C2)nc(N)n1
3,45,U,DMSO,
3,46,U,DMSO,
3,47,U,DMSO,
3,48,U,DMSO,
3,1,V,DMSO,
3,2,V,DMSO,
3,3,V,DMSO,
3,4,V,DMSO,
3,5,V,42991988,Cc1ccc(N2CCN(C(=O)c3cnn4c(C)cc(C)nc34)CC2=O)cc1
3,6,V,15981114,O=C(NC1CCN(C(=O)N2CCOCC2)CC1)c1ccc2ccccc2n1
3,7,V,53778487,O=C(NCc1ccon1)c1ccc2nc(-c3ccc(F)cc3)cn2c1
3,8,V,94432197,O=C1CCc2ccccc2N1CC(=O)N1CCCCC1c1cccc(F)c1
3,9,V,26401416,COCc1nc(CNc2nc(C)nc3onc(C)c23)no1
3,10,V,63188266,CCc1noc(CNc2cc(-c3ccccc3)nc3cc(C)nn23)n1
3,11,V,25068919,c1ccc(Cc2noc(CCNc3nccc(-c4ccccn4)n3)n2)cc1
3,12,V,24455989,Cc1nc(N2CC[C@H](N3CCOCC3)[C@H](CCC(=O)O)C2)c2ccsc2n1
3,13,V,70522020,CN1CCCC1CCNc1nccc(-c2cnn(-c3ccc(F)cc3)c2)n1
3,14,V,19904495,CC1CN(c2ccc(Cl)cc2)C(=O)CN1C(=O)c1nc2ncccn2n1
3,15,V,40129773,CCC(C)(C)c1ccc(S(=O)(=O)N2C[C@H](C3CC3)[C@@H](N)C2)cc1
3,16,V,51947161,CNC(=O)c1n[nH]c2c1C(c1c[nH]nc1-c1ccc(F)cc1)CC(=O)N2
3,17,V,68729472,CN1CC2(CCN(C(=O)c3c(Cl)c(C(F)(F)F)nn3C)CC2)CC1=O
3,18,V,16994800,O=C(c1cnc(Nc2ccccc2)nc1)N1CCSCC1
3,19,V,28079196,COc1cc2c(cc1CNc1nc(C)nc3ncccc13)OCCO2
3,20,V,14760518,Cc1nc(-c2ccccc2)c(C(=O)NCc2cc3n(n2)CCNC3)s1
3,21,V,33190375,Cn1nc(C(=O)N[C@@H]2CCCNC2)cc1-c1ccccc1
3,22,V,52363322,CS(=O)(=O)N1CCCn2nc(CNc3ncnc4[nH]cnc34)cc2C1
3,23,V,35871178,CCN1CC2(CCN(C(=O)C3CC(=O)Nc4ccc(OC)cc43)CC2)CC1=O
3,24,V,63883167,CN1CC2(CCCN(c3cc(Sc4cccs4)nc(N)n3)C2)OC1=O
3,25,V,40005751,O=C(NCCSC1CCCCC1)C1COc2ccccc2C1
3,26,V,16864189,O=C(NCCF)c1cccc(S(=O)(=O)N2CCC(c3cc[nH]n3)CC2)c1
3,27,V,89411001,CSCC1CCCN(C(=O)c2cnc(N)nc2-c2ccccc2)C1
3,28,V,85833841,CC(=O)N1CCc2c(nc(-c3cccnc3)nc2NCCC(=O)N(C)C)C1
3,29,V,24940664,CCCCc1cn(CC2CCN(C(=O)c3ccccc3)CC2)nn1
3,30,V,58902774,Cc1cc(NC(=O)NCC2(O)CCCCC2)n(C2CCCCC2)n1
3,31,V,47330302,CCCCc1cn(CC2CCN(C(=O)C3CCCCC3)CC2)nn1
3,32,V,95093853,CC(O)C(=O)N1CCC(CCC(=O)N2CCC(Cc3ccccc3)CC2)CC1
3,33,V,30115369,O=C(NCCSCc1ccccc1)C1CC(=O)N(c2cccc(O)c2)C1
3,34,V,19613682,c1cncc(Cn2ccnc2-c2ccncc2)c1
3,35,V,11948990,CN(CCCNC(=O)C1Cc2ccccc2C(=O)N1)c1ccccc1
3,36,V,29820660,CNC(=O)c1cccc(CNc2cc(C)nc(-c3cccnc3)n2)c1
3,37,V,63064136,Cc1cc(C)c(C(=O)N2CCC3(CC2)CC(c2ccccc2)CN(C)C3)cn1
3,38,V,53237992,c1cn(CC2CCC2)c(C2CCCN(c3ncnc4[nH]cnc34)C2)n1
3,39,V,61731171,Cc1ncsc1CCN(C)C(=O)c1cc(=O)[nH]c2ccc(F)cc12
3,40,V,10267621,COc1ccc(N2CCN(C(=O)C3CCOC(C)(C)C3)CC2=O)cc1
3,41,V,28286797,Cc1nc(CN2CC(C)(Cc3ccc4c(c3)OCO4)CCC2=O)no1
3,42,V,21741775,Cc1cc(N2CCC(c3nccn3CC3CC3)CC2)c2cc3c(cc2n1)OCO3
3,43,V,15648928,CCC(Nc1nc(C)nc2onc(C)c12)c1cccs1
3,44,V,61929404,CCCn1cc(-c2ccnc(NC3CC(C)(C)NC(C)(C)C3)n2)c(C)n1
3,45,V,DMSO,
3,46,V,DMSO,
3,47,V,DMSO,
3,48,V,DMSO,
3,1,W,DMSO,
3,2,W,DMSO,
3,3,W,DMSO,
3,4,W,DMSO,
3,5,W,97905768,O=C(Cc1cccc(O)c1)N1CCC2(CCC(=O)N(C3CC3)C2)CC1
3,6,W,32031212,CC(C)n1cc(-c2cc(C(=O)N(C)Cc3cccnc3)c3ccc(F)cc3n2)cn1
3,7,W,62371788,CSCc1noc(Cn2ncn3cccc3c2=O)n1
3,8,W,87590428,Cc1nc(Cn2ccc(=O)c3ccccc32)n(-c2ccc3c(c2)OCCO3)n1
3,9,W,21680966,O=C(O)c1ccc(C(=O)N2CCCC3(CCCO3)CC2)s1
3,10,W,88584132,Cc1nc2cc(OCc3nc(C(=O)NCCN4CCNC4=O)co3)ccc2s1
3,11,W,25660080,COc1ccccc1-c1cc(CNc2cc(C(C)C)nc3ccnn23)on1
3,12,W,92819862,FCCn1cnc(-c2ccccc2)c1-c1cnn2cccnc12
3,13,W,71645629,CN(C)Cc1ccc(C(=O)N2CCC3(CCO3)CC2)o1
3,14,W,41584307,O=C(NCCCSC1CCCCC1)C1CC(=O)N(c2ccc(O)cc2)C1
3,15,W,22094071,NC(=O)c1nc(CNc2nccc(-c3cccnc3)n2)no1
3,16,W,51696108,CN(C)c1ccnc(-c2ccc(F)c3cccnc23)n1
3,17,W,65209451,O=C(NC1(c2ccccc2)CC1)c1nc(=O)[nH]c2ccccc12
3,18,W,19749497,CCCCn1ccnc1C1CCCN(c2ccc3cccc(OC)c3n2)C1
3,19,W,81549404,CN(C)C(=O)N1CCn2nc(CNc3ncnc4sccc34)cc2C1
3,20,W,72889839,Cc1cc(-n2cnnc2Cn2nc(C)c(C)c2C)n(C)n1
3,21,W,21694359,c1cc2occc2c(-c2ccc3c(c2)OCCO3)n1
3,22,W,49379105,COc1cc(C(=O)O)cc(C(=O)N2CCCC3(CCCO3)CC2)c1
3,23,W,35093961,CC1(C)CC(Nc2nccc(-c3cnn(-c4ccccc4)c3)n2)CC(C)(C)N1
3,24,W,31698537,CCn1cc(-c2cc(C(=O)N3CCCC3C)c3ccc(C)c(C)c3n2)cn1
3,25,W,64037589,Cc1c(-c2cc(C(=O)NCCc3cc(F)cc(F)c3)no2)cnn1C
3,26,W,78251836,COC(=O)c1cc2n(n1)CCCN(C(=O)C(=O)c1cccnc1)C2
3,27,W,23741744,Cc1nc[nH]c1-c1c(-c2ccccc2)ncn1C
3,28,W,83209102,CC(C)Oc1cccc2c1c(NC(=O)C1CCCCn3nnnc31)nn2C
3,29,W,50896015,Cc1nn(Cc2nc(C3CCOC3)no2)c(C)c1Cl
3,30,W,17911912,COc1ccc(C(=O)N2CC(O)C2)cc1OC1CCN(C(C)C)CC1
3,31,W,56730017,Cc1cccc(NC(=O)CCC2CCN(C(=O)c3ccc4cc[nH]c4c3)CC2)c1
3,32,W,31322691,Cc1onc(-c2ccccc2)c1C(=O)N1CCn2c(C(N)=O)cnc2C1
3,33,W,17088524,O=C(Cc1ccsc1)N1CCCN(Cc2cccs2)CC1
3,34,W,57450033,COc1ccccc1OC1CCN(c2cc(N)nc(N)n2)CC1
3,35,W,73421394,CN(Cc1nc(-c2ccccc2)no1)C(=O)c1cnnn1-c1ccccc1
3,36,W,49107111,CC(C)n1cc(NC(=O)NC[C@@H]2C[C@H](F)CN2)cn1
3,37,W,20732573,C=CCn1ncc(-c2c(-c3ccccc3)ncn2C(c2ncnn2C)C2CC2)c1C
3,38,W,85407461,O=C(O)c1cc2n(n1)CCN(C(=O)c1ccccc1-n1cncn1)C2
3,39,W,93881629,Cc1nc(NCCCSCc2ccco2)c2c(C)noc2n1
3,40,W,50048558,Cc1cc(CC(=O)Nc2cc(C(N)=O)ccc2N2CCCCC2C)on1
3,41,W,24678961,CC(=O)N1CCc2c(nc(-c3cccnc3)nc2NCc2nc[nH]n2)C1
3,42,W,99394314,CCN1CC2(CCN(C(=O)c3oc(C)nc3C)CC2)CC1=O
3,43,W,61458574,CCCCNC(=O)Nc1ccc(-c2cc(NCCO)ncn2)cc1
3,44,W,28851900,Cc1ccc(C(CNC(=O)c2ccc3ccn(C)c3c2)N2CCOCC2)o1
3,45,W,DMSO,
3,46,W,DMSO,
3,47,W,DMSO,
3,48,W,DMSO,
3,1,X,DMSO,
3,2,X,DMSO,
3,3,X,DMSO,
3,4,X,DMSO,
3,5,X,72464710,Cc1csc(CNc2nccc(-c3c(C)nn(-c4ccccc4)c3C)n2)n1
3,6,X,39499819,COc1cc2c(cc1Cn1ccnc1-c1cc3n(n1)CCNC3)OCCO2
3,7,X,19061802,O=C(c1cc2c(s1)CCCC2)N1CCc2[nH]cnc2C1c1cccnc1
3,8,X,67648552,Cc1cc(C)n2nc(CC(=O)N3CCCCC3c3cccc(F)c3)nc2n1
3,9,X,32156153,COC[C@@]12CC[C@@H](N3CCOCC3)C[C@H]1CCN(c1ncnc3ccsc13)C2
3,10,X,90612232,CSCc1ccc(C(=O)N(C)Cc2cc(-c3ccncc3)no2)o1
3,11,X,25884675,COc1cc2c(cc1CNC(=O)c1ccc(C3CCCNC3)cc1)OCCO2
3,12,X,13651953,Cc1noc(CN(C)C(=O)c2coc(COc3cccc4cccnc34)n2)n1
3,13,X,97854395,CC(=O)c1c(C)nn(CC(=O)N2CCn3nc(Cc4ccccc4)cc3C2)c1C
3,14,X,20599470,Cc1nc2c(c(=O)[nH]1)CN(C(=O)CCC1CCCN(C)C1)C2
3,15,X,27285536,Cc1cc(-c2cncc(N)c2)c2cc(C(F)(F)F)ccc2n1
3,16,X,88088629,CC[C@H]1COCCN1S(=O)(=O)c1ccc2oc(=O)n(C)c2c1
3,17,X,43299829,CCN1CC2(CCC1=O)CCN(C(=O)c1c(F)ccc(F)c1F)CC2
3,18,X,69004565,Cn1cccc1C(=O)N1CCCC(C)(Cc2ccc3c(c2)OCO3)C1
3,19,X,57427883,C/C=C(\CC)c1c(-c2ccccc2)ncn1CCCCNC
3,20,X,55497268,O=C(CN1CCOC1=O)N1CCc2[nH]c(-c3ccc(Cl)cc3)nc2C1
3,21,X,90630795,CC(C)N1CC2(CCC1=O)CCN(C(=O)c1cccc(F)c1F)CC2
3,22,X,81298812,CN(C)C(=O)N1CCCn2nc(CNC(=O)c3cn4cccnc4n3)cc2C1
3,23,X,85094988,CNc1ncccc1C(=O)N1CCc2[nH]c(-c3cn[nH]c3)nc2C1
3,24,X,51252272,Cc1nc(Cn2nc(C3CCNCC3)n(Cc3ccccc3)c2=O)cs1
3,25,X,71764329,NC(=O)c1cnc2n1CCN(C(=O)c1ccc(-c3cc[nH]n3)cc1)C2
3,26,X,39737586,CCc1nc(CNC(=O)c2ccc(OCC(=O)N3CCCCC3)cc2)no1
3,27,X,80711408,CCn1ccc(C(=O)NCc2cc3c(nc2OC)CN(C2CCCC2)C3=O)n1
3,28,X,38664871,COc1ccc2c(c1)OCC(C(=O)NCc1nc(C)c(C)s1)C2
3,29,X,39909690,O=C(c1ccc2c(c1)OCCO2)N1CCC(Cn2cc(CCO)nn2)CC1
3,30,X,92619848,Cc1ccc(Sc2cc(N3CCCC4(CN(C)C(=O)O4)C3)nc(N)n2)cc1
3,31,X,33058585,CCCCc1cn(CC2CCN(C(=O)c3sc(C)nc3C)CC2)nn1
3,32,X,77640645,Cc1c(O)cccc1C(=O)N1CCCC2(CCC(=O)N(C3CC3)C2)C1
3,33,X,83235028,CCCCNC(=O)Nc1ccc(-c2cc(C(=O)N3CCOCC3)ccn2)cc1
3,34,X,39471798,CNC(=O)c1noc(CNc2nc(-c3ccccn3)nc3c2c(C)nn3C)n1
3,35,X,95761018,O=C(c1cccc(-n2cccn2)c1)N1CCN(c2nc3ccccc3o2)CC1
3,36,X,89359478,CSCCc1nc(-c2cc(=O)n(C)c(=O)n2C)n(Cc2ccccc2)n1
3,37,X,69501850,Cc1onc(-c2ccccc2)c1C(=O)N1CCCCC1c1ccc(F)cc1
3,38,X,40237297,O=C1CCC2(CCCN(c3ncnc4ccsc34)C2)CN1Cc1cccnc1
3,39,X,66861697,Cc1nsc(NC(=O)N2CCC(Cc3ccccc3F)CC2)n1
3,40,X,32390408,CN1CCN(Cc2ccccc2OCc2ccc(Cl)cc2)CC1CCO
3,41,X,41716107,Cc1nnsc1CNc1cc(-c2ccccc2)nc2ccnn12
3,42,X,26887412,O=C(NCC(F)(F)F)c1cccc(S(=O)(=O)N2CCCNCC2)c1
3,43,X,91129418,Cc1nc(N2CCC(C(O)c3nccn3C)CC2)c2nc(C)oc2n1
3,44,X,69548426,O=C(Cn1cnc2ccccc2c1=O)NCCc1noc(C2CCCC2)n1
3,45,X,DMSO,
3,46,X,DMSO,
3,47,X,DMSO,
3,48,X,DMSO,
3,1,Y,DMSO,
3,2,Y,DMSO,
3,3,Y,DMSO,
3,4,Y,DMSO,
3,5,Y,39390887,COCC1CCN(Cc2ccc3c(c2)OCCO3)C1
3,6,Y,73098407,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(C(=O)N2CCOCC2)CC1
3,7,Y,45987254,Cc1cc(F)ccc1C(=O)N1CCC2(CCC(=O)N(C(C)C(=O)O)C2)CC1
3,8,Y,99930057,Cc1ccc(N2CCN(c3cc(N)ncn3)C(C)C2)cc1
3,9,Y,60117745,Cc1cc(-c2cnn(CC(=O)Nc3cc(C)nn3-c3ccccc3)c2)nc(N)n1
3,10,Y,38995092,COc1cccc(C(=O)N2CCC3(CCNCC3)CC2)c1C
3,11,Y,64311220,NC(=O)c1cnc2n1CCN(C(=O)c1cnnn1-c1ccccc1)C2
3,12,Y,70570158,CCSCCNC(=O)Cn1nc(C)n(-c2ccc3c(c2)OCO3)c1=O
3,13,Y,47036982,Cn1cnc2cc(C(=O)N3CCC(C#N)(c4ccccc4)CC3)ccc2c1=O
3,14,Y,79821039,CN(C)C(=O)NCC(=O)NC1COc2ccccc2C1
3,15,Y,53966279,CCOc1ccc(C(=O)NCc2cccc(C)n2)cc1
3,16,Y,86075187,CN(C)C1CCN(C(=O)c2coc(COc3ccc4c(c3)OCO4)n2)C1
3,17,Y,74940165,Cc1nn(C)c2ncnc(N3CC(C)(C)N(C)C[C@@H]3C)c12
3,18,Y,42343674,O=C1CCCN1CCC1CCN(C(=O)c2ccc(-c3cccc(F)c3)cc2)CC1
3,19,Y,95314803,CC(CNc1nccc(-c2cccnc2)n1)Oc1cccnc1
3,20,Y,72765404,O=C(NCc1nnnn1-c1ccccc1)c1cnc(-c2cccnc2)nc1
3,21,Y,37622501,Cc1ccc2nc(N3CCN(Cc4cccc(F)c4)C(=O)C3)sc2c1
3,22,Y,85351283,c1ccc(-c2cc(NCCc3noc(-c4ccccc4)n3)n3nccc3n2)cc1
3,23,Y,84607988,O=C1OCCCN1CCNC1CCN(c2ncnc3ccsc23)CC1
3,24,Y,49608373,NC(=O)c1cnc2n1CCN(C(=O)c1ccc3c(c1)OCO3)C2
3,25,Y,80096519,COc1cc2c(cc1OC)C(c1cccnc1)N(C(=O)c1cc[nH]n1)CC2
3,26,Y,74309576,CC(C)CN(C)C(=O)c1cc(-c2cnn(C(C)C)c2)nc2cc(F)ccc12
3,27,Y,80888980,Cn1nc(-c2cncc(N)c2)nc1N1CCOCC1
3,28,Y,50162685,COCCc1noc(Cn2c(=O)c(C)nc3ccccc32)n1
3,29,Y,19811424,O=C1CCCN1CCC1CCN(C(=O)c2ccc3occc3c2)CC1
3,30,Y,55084454,CC(C)c1cc(NC(=O)NCCC2CCC(=O)N2CCN(C)C)n(C)n1
3,31,Y,50521092,CC1(Cc2ccc3c(c2)OCO3)CCCN(CCCn2cnnn2)C1
3,32,Y,49989354,COc1nc2c(cc1CNC(=O)c1cccc(F)c1)C(=O)N(C1CCCC1)C2
3,33,Y,83638749,COc1ccc2[nH]c(C(=O)N3CCC(CO)(Cc4ccccc4)CC3)cc2c1
3,34,Y,19659466,Fc1cccc(Cl)c1-c1nc2c(cnn2Cc2cccs2)[nH]1
3,35,Y,40224858,Cc1cc(C(=O)N(C)Cc2snnc2C)nc(C)n1
3,36,Y,53079687,CCO[C@H]1C[C@@H](O)C12CCN(C(=O)c1cc(=O)c(OC)co1)CC2
3,37,Y,69038371,Cc1cnc(NCc2cccnc2N2CCCCCCC2)nc1N
3,38,Y,15101190,CCOc1ccccc1-c1nc(COc2cccnc2C(=O)OC)c(C)o1
3,39,Y,50853314,O=C1NC(C(=O)NCCOCc2ccc(Cl)cc2)Cc2ccccc21
3,40,Y,38181184,CCn1cc(-c2cc(C(=O)N(C)Cc3csc(C)n3)c3cc(F)ccc3n2)cn1
3,41,Y,43591987,CN(C)Cc1ccc(CSCCNC(=O)c2cc3ncccn3n2)o1
3,42,Y,64599022,COC(=O)c1n[nH]c2c1C(c1cc3c(cc1OC)OCCO3)CC(=O)N2
3,43,Y,58212327,CCn1ncc(NC(=O)Cn2cc(-c3cc(-n4cccn4)nc(C)n3)cn2)n1
3,44,Y,76679411,O=C(c1ccc[nH]1)N1CCc2onc(-c3ccccc3F)c2C1
3,45,Y,DMSO,
3,46,Y,DMSO,
3,47,Y,DMSO,
3,48,Y,DMSO,
3,1,Z,DMSO,
3,2,Z,DMSO,
3,3,Z,DMSO,
3,4,Z,DMSO,
3,5,Z,11749698,CCN1CC2(CCC1=O)CCN(C(=O)c1ccc(F)c(Cl)c1)CC2
